성별,교급별,학년별,권역별,용돈,가중치,평생 도박 경험,지난 6개월 간 도박 지속 여부,지난 6개월 간 가장 많이 한 도박 유형,지난 6개월 간 가장 많이 한 도박 빈도,지난 6개월 간 도박을 통한 손익 여부,도박으로 인한 폐해_일상생활 문제,주변친구의 도박 행위 목격 및 청취 경험 여부,학교 내 도박문제 예방교육 경험 여부,청소년 도박문제 예방교육 필요성
1,3,9,2,3,132.5,2,99,99,99,99,99,1,1,3
1,3,9,2,3,132.5,2,99,99,99,99,99,2,1,2
1,3,9,2,3,132.5,2,99,99,99,99,99,1,1,3
1,3,9,2,5,132.5,2,99,99,99,99,99,1,1,4
1,3,9,2,4,132.5,2,99,99,99,99,99,1,1,3
1,3,9,2,4,132.5,2,99,99,99,99,99,1,1,3
1,3,9,2,8,132.5,2,99,99,99,99,99,1,1,4
1,3,9,2,2,132.5,2,99,99,99,99,99,2,1,4
2,2,5,1,4,426.09,2,99,99,99,99,99,2,1,3
2,2,5,1,2,426.09,2,99,99,99,99,99,2,1,3
2,2,5,1,3,426.09,2,99,99,99,99,99,2,1,3
2,2,5,1,5,426.09,2,99,99,99,99,99,2,1,4
2,2,5,1,5,426.09,2,99,99,99,99,99,2,1,4
2,2,5,1,3,426.09,2,99,99,99,99,99,2,1,4
2,2,5,1,3,426.09,2,99,99,99,99,99,1,1,4
2,2,5,1,4,426.09,2,99,99,99,99,99,1,1,2
2,2,5,1,2,426.09,2,99,99,99,99,99,2,1,4
2,2,5,1,2,426.09,2,99,99,99,99,99,2,1,4
2,2,5,1,4,426.09,2,99,99,99,99,99,2,1,3
2,2,5,1,3,426.09,2,99,99,99,99,99,1,1,4
2,2,5,1,4,426.09,2,99,99,99,99,99,2,1,4
2,2,5,1,2,426.09,2,99,99,99,99,99,2,1,4
2,2,5,1,5,426.09,1,1,11,6,3,1,1,1,4
2,2,5,1,2,426.09,2,99,99,99,99,99,2,1,4
2,2,5,1,2,426.09,2,99,99,99,99,99,2,1,3
2,2,5,1,8,426.09,2,99,99,99,99,99,2,1,4
2,2,5,1,1,426.09,2,99,99,99,99,99,2,1,3
1,3,8,2,5,178.82,2,99,99,99,99,99,1,1,2
1,3,8,2,5,178.82,2,99,99,99,99,99,1,1,4
1,3,8,2,6,178.82,2,99,99,99,99,99,2,1,2
1,3,8,2,3,178.82,2,99,99,99,99,99,1,1,4
1,3,8,2,8,178.82,2,99,99,99,99,99,2,1,1
1,3,8,2,4,178.82,2,99,99,99,99,99,2,1,3
1,3,8,2,1,178.82,2,99,99,99,99,99,2,1,3
1,3,8,2,1,178.82,2,99,99,99,99,99,1,1,4
1,3,8,2,5,178.82,2,99,99,99,99,99,1,1,4
1,3,8,2,4,178.82,2,99,99,99,99,99,1,1,3
1,3,8,2,2,178.82,2,99,99,99,99,99,1,1,3
1,3,8,2,4,178.82,2,99,99,99,99,99,1,1,1
1,3,8,2,4,178.82,2,99,99,99,99,99,1,1,2
1,3,8,2,2,178.82,2,99,99,99,99,99,2,1,4
1,3,8,2,2,178.82,2,99,99,99,99,99,2,1,4
1,3,8,2,5,178.82,2,99,99,99,99,99,1,1,3
1,3,8,2,4,178.82,2,99,99,99,99,99,1,1,1
1,3,8,2,8,178.82,2,99,99,99,99,99,2,1,4
1,3,8,2,3,178.82,2,99,99,99,99,99,1,1,3
2,2,6,4,2,160.89,2,99,99,99,99,99,2,1,4
2,2,6,4,8,160.89,2,99,99,99,99,99,1,2,2
2,2,6,4,4,160.89,2,99,99,99,99,99,1,1,4
2,2,6,4,5,160.89,2,99,99,99,99,99,2,1,4
2,2,6,4,4,160.89,2,99,99,99,99,99,2,1,4
2,2,6,4,3,160.89,2,99,99,99,99,99,2,1,4
1,3,8,2,2,178.82,2,99,99,99,99,99,1,1,2
2,2,6,4,3,160.89,2,99,99,99,99,99,2,1,3
2,2,6,4,2,160.89,2,99,99,99,99,99,2,1,3
1,3,8,2,3,178.82,2,99,99,99,99,99,2,1,3
2,2,6,4,4,160.89,2,99,99,99,99,99,2,1,3
2,2,6,4,3,160.89,2,99,99,99,99,99,2,1,4
1,3,8,2,3,178.82,2,99,99,99,99,99,1,1,3
2,2,6,4,2,160.89,2,99,99,99,99,99,2,1,3
2,2,6,4,3,160.89,2,99,99,99,99,99,2,1,3
2,2,6,4,4,160.89,2,99,99,99,99,99,2,1,3
2,2,6,4,4,160.89,1,2,99,99,99,99,2,1,4
2,2,6,4,2,160.89,2,99,99,99,99,99,2,1,3
2,2,6,4,2,160.89,2,99,99,99,99,99,2,1,4
2,2,6,4,4,160.89,2,99,99,99,99,99,1,1,3
2,2,6,4,3,160.89,2,99,99,99,99,99,2,1,3
2,2,6,4,6,160.89,2,99,99,99,99,99,2,1,4
1,3,8,2,3,178.82,2,99,99,99,99,99,1,1,3
2,2,6,4,5,160.89,2,99,99,99,99,99,2,1,2
2,2,6,4,3,160.89,2,99,99,99,99,99,2,1,4
2,2,6,4,3,160.89,2,99,99,99,99,99,2,1,4
2,2,6,4,3,160.89,2,99,99,99,99,99,2,1,4
1,3,8,2,4,178.82,2,99,99,99,99,99,1,1,3
1,3,8,2,8,178.82,2,99,99,99,99,99,2,1,4
2,2,6,4,8,160.89,2,99,99,99,99,99,1,1,4
1,3,8,2,2,178.82,2,99,99,99,99,99,2,1,3
1,2,5,4,4,176.34,2,99,99,99,99,99,1,1,3
1,2,5,4,1,176.34,2,99,99,99,99,99,2,2,2
1,2,5,4,3,176.34,2,99,99,99,99,99,2,1,3
1,2,5,4,4,176.34,2,99,99,99,99,99,2,1,4
1,2,5,4,6,176.34,2,99,99,99,99,99,2,1,3
1,2,5,4,3,176.34,2,99,99,99,99,99,2,1,3
1,2,5,4,2,176.34,2,99,99,99,99,99,2,1,3
1,2,5,4,3,176.34,2,99,99,99,99,99,2,1,3
1,2,5,4,4,176.34,2,99,99,99,99,99,2,2,4
1,2,5,4,3,176.34,2,99,99,99,99,99,2,2,4
1,2,5,4,2,176.34,2,99,99,99,99,99,1,1,4
1,2,5,4,3,176.34,2,99,99,99,99,99,2,1,3
1,2,5,4,2,176.34,2,99,99,99,99,99,2,1,3
1,2,5,4,3,176.34,2,99,99,99,99,99,1,1,3
1,2,5,4,3,176.34,2,99,99,99,99,99,2,1,1
1,2,5,4,2,176.34,2,99,99,99,99,99,2,1,2
1,2,5,4,2,176.34,2,99,99,99,99,99,1,1,3
1,2,5,4,3,176.34,2,99,99,99,99,99,2,1,3
1,2,5,4,1,176.34,2,99,99,99,99,99,2,1,4
1,2,5,4,5,176.34,2,99,99,99,99,99,2,2,3
1,2,5,4,3,349.79,2,99,99,99,99,99,2,1,3
1,2,5,4,1,176.34,2,99,99,99,99,99,2,1,4
1,2,5,4,2,176.34,2,99,99,99,99,99,2,1,4
1,2,5,4,1,349.79,2,99,99,99,99,99,2,1,4
1,2,5,4,2,349.79,2,99,99,99,99,99,2,1,4
1,2,5,4,7,349.79,2,99,99,99,99,99,2,1,4
1,2,5,4,3,349.79,2,99,99,99,99,99,2,1,4
2,2,5,4,5,227.2,2,99,99,99,99,99,2,1,4
1,2,5,4,3,349.79,2,99,99,99,99,99,1,1,4
1,2,5,4,1,349.79,2,99,99,99,99,99,2,1,4
1,2,5,4,2,349.79,2,99,99,99,99,99,1,1,4
2,2,5,4,3,227.2,2,99,99,99,99,99,2,1,4
2,2,5,4,4,227.2,2,99,99,99,99,99,2,1,4
2,2,5,4,2,227.2,2,99,99,99,99,99,2,1,4
1,2,5,4,5,349.79,2,99,99,99,99,99,2,1,4
2,2,5,4,2,227.2,2,99,99,99,99,99,1,1,3
1,2,5,4,3,349.79,2,99,99,99,99,99,2,1,4
2,2,5,4,3,227.2,2,99,99,99,99,99,2,1,4
1,2,5,4,4,349.79,2,99,99,99,99,99,2,1,4
2,2,5,4,3,227.2,2,99,99,99,99,99,2,1,4
1,2,5,4,5,349.79,2,99,99,99,99,99,2,1,4
2,2,5,4,2,227.2,2,99,99,99,99,99,2,1,4
1,2,5,4,2,349.79,2,99,99,99,99,99,1,1,3
2,2,5,4,8,227.2,2,99,99,99,99,99,2,2,4
2,2,5,4,5,227.2,2,99,99,99,99,99,2,1,4
2,2,5,4,2,227.2,2,99,99,99,99,99,2,1,4
2,2,5,4,5,227.2,2,99,99,99,99,99,2,1,4
2,3,9,4,3,127.3,2,99,99,99,99,99,2,1,3
2,3,9,4,5,127.3,2,99,99,99,99,99,2,1,3
2,3,9,4,8,127.3,2,99,99,99,99,99,1,1,4
2,3,9,4,3,127.3,2,99,99,99,99,99,2,1,4
2,3,9,4,4,127.3,2,99,99,99,99,99,2,1,4
2,3,9,4,5,127.3,2,99,99,99,99,99,2,1,3
2,3,9,4,4,127.3,2,99,99,99,99,99,2,1,3
2,3,9,4,4,127.3,2,99,99,99,99,99,2,1,4
2,3,9,4,4,127.3,2,99,99,99,99,99,2,1,3
2,3,9,4,8,127.3,2,99,99,99,99,99,1,1,2
2,3,9,4,3,127.3,2,99,99,99,99,99,2,1,4
2,3,9,4,5,127.3,2,99,99,99,99,99,2,1,4
2,3,9,4,5,127.3,2,99,99,99,99,99,2,1,4
2,3,9,4,4,127.3,2,99,99,99,99,99,2,1,3
2,3,9,4,5,127.3,2,99,99,99,99,99,2,1,3
2,3,9,4,4,127.3,2,99,99,99,99,99,2,1,3
2,3,9,4,1,127.3,2,99,99,99,99,99,2,1,3
2,3,9,4,1,127.3,2,99,99,99,99,99,2,1,4
2,3,9,2,3,116.94,2,99,99,99,99,99,2,1,4
2,3,9,2,6,116.94,2,99,99,99,99,99,1,2,4
2,3,9,2,6,116.94,2,99,99,99,99,99,2,1,4
2,3,9,2,4,116.94,2,99,99,99,99,99,2,1,4
2,3,9,2,5,116.94,2,99,99,99,99,99,2,1,4
2,3,9,2,8,116.94,2,99,99,99,99,99,2,1,2
1,2,4,4,6,87.72,2,99,99,99,99,99,2,2,3
1,2,4,4,2,87.72,2,99,99,99,99,99,2,1,4
2,2,4,4,1,105.71,2,99,99,99,99,99,2,1,4
2,2,4,4,8,105.71,2,99,99,99,99,99,2,1,3
1,2,4,4,2,87.72,2,99,99,99,99,99,2,1,4
2,2,4,4,2,105.71,2,99,99,99,99,99,1,1,4
2,2,4,4,2,105.71,1,2,99,99,99,99,1,1,3
2,2,4,4,4,105.71,2,99,99,99,99,99,2,1,3
1,2,4,4,8,87.72,2,99,99,99,99,99,2,2,4
1,2,4,4,2,87.72,2,99,99,99,99,99,2,2,4
2,3,9,2,6,116.94,2,99,99,99,99,99,2,1,3
2,2,4,4,2,105.71,2,99,99,99,99,99,2,1,3
1,2,4,4,2,87.72,2,99,99,99,99,99,2,1,4
1,2,4,4,2,87.72,2,99,99,99,99,99,1,1,4
1,2,4,4,2,87.72,2,99,99,99,99,99,2,1,4
2,2,4,4,3,105.71,2,99,99,99,99,99,2,1,4
1,2,4,4,2,87.72,2,99,99,99,99,99,2,2,3
2,2,4,4,4,105.71,2,99,99,99,99,99,2,1,2
2,2,4,4,1,105.71,2,99,99,99,99,99,2,1,4
1,2,4,4,2,87.72,2,99,99,99,99,99,2,1,4
1,2,4,4,2,87.72,2,99,99,99,99,99,2,1,4
1,2,4,4,2,87.72,2,99,99,99,99,99,2,1,4
2,2,4,4,4,105.71,2,99,99,99,99,99,2,1,3
2,3,9,2,3,116.94,2,99,99,99,99,99,2,1,3
2,3,9,2,3,116.94,2,99,99,99,99,99,2,1,4
1,2,4,4,3,87.72,2,99,99,99,99,99,2,2,3
1,2,4,4,2,87.72,2,99,99,99,99,99,1,1,3
2,3,9,2,4,116.94,2,99,99,99,99,99,1,1,3
2,3,9,2,4,116.94,2,99,99,99,99,99,2,1,4
2,3,9,2,6,116.94,2,99,99,99,99,99,1,1,4
2,3,9,2,8,116.94,2,99,99,99,99,99,2,1,3
1,3,8,1,8,595.83,2,99,99,99,99,99,2,1,3
1,3,8,1,8,595.83,2,99,99,99,99,99,2,2,2
1,3,8,1,8,595.83,2,99,99,99,99,99,1,1,1
1,3,8,1,1,595.83,2,99,99,99,99,99,2,1,3
1,3,9,1,7,491.41,2,99,99,99,99,99,2,1,4
1,3,8,1,6,595.83,2,99,99,99,99,99,2,1,4
1,3,8,1,1,595.83,2,99,99,99,99,99,1,1,3
1,3,8,1,6,595.83,2,99,99,99,99,99,1,2,2
2,3,9,1,6,120.78,2,99,99,99,99,99,1,1,3
1,3,8,1,2,595.83,2,99,99,99,99,99,2,1,4
1,3,8,1,5,595.83,2,99,99,99,99,99,2,1,4
1,3,9,1,3,491.41,2,99,99,99,99,99,1,1,3
1,3,9,1,5,491.41,2,99,99,99,99,99,2,1,3
1,3,9,1,2,491.41,2,99,99,99,99,99,2,2,2
1,3,9,1,4,491.41,2,99,99,99,99,99,1,1,1
1,3,9,1,5,481.93,2,99,99,99,99,99,1,1,4
1,3,9,1,3,481.93,2,99,99,99,99,99,2,1,3
1,3,9,1,6,481.93,2,99,99,99,99,99,1,1,4
1,3,9,1,8,481.93,2,99,99,99,99,99,2,1,3
1,3,9,1,4,481.93,2,99,99,99,99,99,1,1,3
1,3,9,1,8,481.93,1,2,99,99,99,99,1,1,2
1,3,9,1,3,481.93,2,99,99,99,99,99,1,1,2
1,3,9,1,3,481.93,2,99,99,99,99,99,2,1,4
2,3,9,1,3,699.62,2,99,99,99,99,99,2,2,3
2,3,9,1,4,699.62,2,99,99,99,99,99,2,1,3
2,3,9,1,4,699.62,2,99,99,99,99,99,2,1,2
1,3,9,1,4,481.93,2,99,99,99,99,99,1,1,4
1,3,9,1,4,481.93,2,99,99,99,99,99,2,1,3
1,3,9,1,5,481.93,1,2,99,99,99,99,1,1,1
1,3,9,1,3,481.93,1,1,2,2,1,1,1,1,2
2,3,9,1,6,699.62,2,99,99,99,99,99,2,1,4
1,3,9,1,4,481.93,2,99,99,99,99,99,2,1,2
1,3,9,1,3,481.93,2,99,99,99,99,99,2,1,3
1,3,9,1,5,481.93,1,2,99,99,99,99,2,1,3
1,3,9,1,4,481.93,2,99,99,99,99,99,2,1,3
2,3,9,1,3,699.62,2,99,99,99,99,99,1,2,3
1,3,9,1,3,481.93,2,99,99,99,99,99,2,1,2
1,3,9,1,4,481.93,2,99,99,99,99,99,1,1,3
1,3,9,1,3,481.93,2,99,99,99,99,99,2,1,4
1,3,9,1,7,481.93,2,99,99,99,99,99,2,1,4
1,2,5,1,5,919.55,2,99,99,99,99,99,1,1,4
1,2,5,1,2,919.55,2,99,99,99,99,99,1,1,3
2,2,5,1,4,1114.1,2,99,99,99,99,99,1,1,3
1,2,5,1,2,919.55,2,99,99,99,99,99,2,1,1
1,2,5,1,2,919.55,2,99,99,99,99,99,2,1,2
1,2,5,1,4,919.55,2,99,99,99,99,99,1,1,4
1,2,5,1,4,919.55,2,99,99,99,99,99,1,1,2
1,2,5,1,2,919.55,2,99,99,99,99,99,2,1,3
2,2,5,1,3,1114.1,2,99,99,99,99,99,1,1,4
2,2,5,1,2,1114.1,2,99,99,99,99,99,1,1,4
2,2,5,1,5,1114.1,2,99,99,99,99,99,2,1,3
1,2,5,1,2,919.55,2,99,99,99,99,99,2,1,2
2,2,5,1,3,1114.1,2,99,99,99,99,99,1,1,3
2,2,5,1,4,1114.1,2,99,99,99,99,99,1,1,3
1,2,5,1,3,919.55,2,99,99,99,99,99,1,1,2
1,2,5,1,5,919.55,2,99,99,99,99,99,1,1,4
1,2,5,1,4,919.55,2,99,99,99,99,99,1,1,4
1,2,5,1,3,919.55,1,2,99,99,99,99,1,1,3
1,2,5,1,1,919.55,2,99,99,99,99,99,1,1,2
2,2,5,1,3,1114.1,2,99,99,99,99,99,2,1,4
2,2,5,1,1,1114.1,2,99,99,99,99,99,1,1,4
2,2,5,1,4,1114.1,2,99,99,99,99,99,2,1,3
1,2,5,1,4,919.55,1,2,99,99,99,99,1,1,3
2,2,5,1,5,1114.1,2,99,99,99,99,99,1,1,4
1,2,5,1,2,919.55,2,99,99,99,99,99,2,2,3
1,2,5,1,3,919.55,2,99,99,99,99,99,2,2,3
1,2,5,1,3,919.55,2,99,99,99,99,99,1,1,4
1,2,5,1,5,919.55,2,99,99,99,99,99,1,1,3
1,2,5,1,5,919.55,2,99,99,99,99,99,2,1,4
1,2,5,1,3,919.55,2,99,99,99,99,99,2,1,3
1,3,9,1,2,491.41,2,99,99,99,99,99,1,1,4
1,3,9,4,2,146.86,2,99,99,99,99,99,1,1,4
2,3,8,5,1,277.66,2,99,99,99,99,99,2,1,4
2,3,8,5,3,277.66,2,99,99,99,99,99,2,1,3
2,3,8,5,8,277.66,2,99,99,99,99,99,1,1,3
1,3,8,5,3,53.97,2,99,99,99,99,99,2,1,4
1,3,8,5,4,53.97,2,99,99,99,99,99,1,1,2
2,3,8,5,2,277.66,2,99,99,99,99,99,1,1,3
2,3,8,5,4,277.66,2,99,99,99,99,99,2,1,3
2,3,8,5,1,277.66,2,99,99,99,99,99,2,1,4
2,3,8,5,3,277.66,2,99,99,99,99,99,2,1,4
1,3,8,5,1,53.97,2,99,99,99,99,99,1,1,4
1,3,8,5,4,53.97,2,99,99,99,99,99,1,1,3
1,3,8,5,4,53.97,2,99,99,99,99,99,1,1,2
2,3,8,5,6,277.66,2,99,99,99,99,99,2,1,4
1,3,8,5,6,53.97,2,99,99,99,99,99,1,1,3
1,3,8,5,2,53.97,2,99,99,99,99,99,2,1,2
1,3,8,5,4,53.97,2,99,99,99,99,99,2,1,3
2,3,8,5,4,277.66,2,99,99,99,99,99,2,1,3
2,3,8,5,2,277.66,2,99,99,99,99,99,2,1,3
1,3,8,5,8,53.97,2,99,99,99,99,99,2,1,1
2,3,8,5,4,277.66,2,99,99,99,99,99,2,1,3
1,3,8,5,8,53.97,2,99,99,99,99,99,1,1,4
2,3,8,5,3,277.66,2,99,99,99,99,99,2,1,3
2,3,9,1,7,120.78,2,99,99,99,99,99,1,1,2
2,3,9,4,3,277.97,2,99,99,99,99,99,1,1,4
2,3,9,4,8,277.97,2,99,99,99,99,99,2,1,3
2,3,9,4,3,277.97,2,99,99,99,99,99,2,1,3
2,3,9,4,3,277.97,2,99,99,99,99,99,2,1,4
2,3,9,4,5,277.97,2,99,99,99,99,99,2,1,3
1,3,9,4,8,534.1,2,99,99,99,99,99,2,1,3
2,3,9,4,3,277.97,2,99,99,99,99,99,1,1,4
2,3,9,4,3,277.97,2,99,99,99,99,99,2,1,4
2,3,9,4,4,277.97,2,99,99,99,99,99,1,1,4
2,3,9,4,5,277.97,2,99,99,99,99,99,2,1,4
2,3,9,4,2,277.97,2,99,99,99,99,99,2,1,3
2,3,9,4,4,277.97,2,99,99,99,99,99,2,1,3
1,3,9,4,5,534.1,2,99,99,99,99,99,2,1,4
2,3,9,4,4,277.97,2,99,99,99,99,99,2,1,4
2,3,9,4,8,277.97,2,99,99,99,99,99,2,1,4
1,3,9,4,1,534.1,1,1,10,2,2,4,2,2,1
1,3,9,4,3,534.1,2,99,99,99,99,99,2,1,4
2,3,9,4,5,277.97,2,99,99,99,99,99,2,1,3
2,3,9,4,5,277.97,2,99,99,99,99,99,2,1,4
1,3,9,4,5,534.1,2,99,99,99,99,99,1,1,2
1,3,9,4,3,534.1,2,99,99,99,99,99,1,1,3
2,2,5,4,2,269.87,2,99,99,99,99,99,2,1,3
1,2,5,4,3,352.68,2,99,99,99,99,99,2,1,4
2,2,5,4,2,269.87,2,99,99,99,99,99,2,1,3
2,2,5,4,2,269.87,2,99,99,99,99,99,2,1,4
1,2,5,4,3,352.68,2,99,99,99,99,99,2,2,3
1,2,5,4,4,352.68,2,99,99,99,99,99,1,1,3
1,2,5,4,2,352.68,2,99,99,99,99,99,2,1,4
2,2,5,4,2,269.87,2,99,99,99,99,99,2,2,4
1,2,5,4,2,352.68,2,99,99,99,99,99,2,1,3
1,2,5,4,3,352.68,2,99,99,99,99,99,2,1,4
2,2,5,4,3,269.87,2,99,99,99,99,99,2,1,4
2,2,5,4,2,269.87,2,99,99,99,99,99,2,1,4
1,2,5,4,3,352.68,2,99,99,99,99,99,2,1,3
2,2,5,4,3,269.87,2,99,99,99,99,99,2,1,4
1,2,5,4,2,352.68,2,99,99,99,99,99,2,1,4
1,2,5,4,3,352.68,2,99,99,99,99,99,2,1,3
2,2,5,4,3,269.87,2,99,99,99,99,99,2,1,4
1,2,5,4,2,352.68,2,99,99,99,99,99,2,1,4
1,2,5,4,3,352.68,2,99,99,99,99,99,2,1,4
1,2,5,4,3,352.68,2,99,99,99,99,99,2,1,3
2,2,5,4,8,269.87,2,99,99,99,99,99,1,1,4
2,2,5,4,3,269.87,2,99,99,99,99,99,2,1,2
2,2,5,4,4,269.87,2,99,99,99,99,99,2,1,4
2,3,7,4,8,198.39,2,99,99,99,99,99,2,1,3
2,3,7,4,2,198.39,2,99,99,99,99,99,2,1,4
2,3,7,4,3,198.39,2,99,99,99,99,99,2,2,3
2,3,7,4,5,198.39,2,99,99,99,99,99,2,1,4
2,3,7,4,3,198.39,2,99,99,99,99,99,2,1,3
2,3,7,4,4,198.39,2,99,99,99,99,99,2,1,4
2,3,7,4,8,198.39,2,99,99,99,99,99,1,1,4
2,3,7,4,1,198.39,2,99,99,99,99,99,2,1,3
2,3,7,4,8,198.39,2,99,99,99,99,99,2,1,3
2,3,7,4,5,198.39,2,99,99,99,99,99,2,1,3
2,3,7,4,7,198.39,2,99,99,99,99,99,1,1,2
2,3,7,4,6,198.39,2,99,99,99,99,99,2,1,4
2,3,7,4,8,198.39,2,99,99,99,99,99,2,1,2
2,3,7,4,8,198.39,2,99,99,99,99,99,1,1,3
2,3,7,4,8,198.39,2,99,99,99,99,99,1,1,4
2,3,7,4,5,198.39,2,99,99,99,99,99,2,1,3
2,3,7,4,1,198.39,2,99,99,99,99,99,2,1,3
1,3,9,1,3,481.93,1,2,99,99,99,99,1,1,2
1,3,9,1,1,481.93,2,99,99,99,99,99,2,1,4
1,3,9,1,8,570.88,2,99,99,99,99,99,1,1,2
1,3,9,1,8,570.88,2,99,99,99,99,99,1,1,3
1,3,9,4,6,146.86,2,99,99,99,99,99,1,1,3
2,3,9,4,7,350.97,2,99,99,99,99,99,1,1,3
1,3,9,4,3,146.86,2,99,99,99,99,99,1,1,4
1,3,9,4,1,146.86,1,2,99,99,99,99,1,1,3
1,3,9,4,6,146.86,2,99,99,99,99,99,2,1,4
2,3,9,4,2,350.97,2,99,99,99,99,99,2,1,4
2,3,9,4,6,350.97,2,99,99,99,99,99,2,1,3
1,3,9,4,5,146.86,2,99,99,99,99,99,2,1,4
2,3,9,4,4,350.97,2,99,99,99,99,99,2,1,3
2,3,9,4,8,350.97,2,99,99,99,99,99,1,1,3
1,3,9,4,7,146.86,2,99,99,99,99,99,1,1,4
2,3,9,4,4,350.97,2,99,99,99,99,99,2,1,3
2,3,9,4,3,350.97,2,99,99,99,99,99,2,1,3
2,3,9,4,4,350.97,2,99,99,99,99,99,2,1,3
2,3,9,4,5,350.97,2,99,99,99,99,99,2,1,3
1,3,9,4,4,146.86,2,99,99,99,99,99,2,1,3
2,3,9,4,8,350.97,2,99,99,99,99,99,1,1,3
1,3,9,4,3,146.86,2,99,99,99,99,99,2,1,4
1,3,9,4,3,146.86,2,99,99,99,99,99,2,1,4
2,3,9,4,8,350.97,2,99,99,99,99,99,2,2,4
1,3,9,1,6,570.88,2,99,99,99,99,99,2,1,2
1,3,9,4,4,146.86,2,99,99,99,99,99,2,1,3
1,3,9,4,3,146.86,2,99,99,99,99,99,2,1,4
2,3,9,4,6,350.97,2,99,99,99,99,99,2,1,3
2,2,5,4,7,269.87,2,99,99,99,99,99,2,1,3
1,3,9,1,1,570.88,2,99,99,99,99,99,2,1,4
1,3,9,1,4,481.93,2,99,99,99,99,99,1,1,3
1,3,9,1,8,570.88,2,99,99,99,99,99,2,1,4
2,3,9,1,1,383.75,2,99,99,99,99,99,2,1,3
2,3,9,1,5,383.75,2,99,99,99,99,99,2,1,3
2,3,9,1,4,383.75,2,99,99,99,99,99,2,1,4
2,3,9,1,7,383.75,2,99,99,99,99,99,2,1,3
1,3,9,2,5,336.97,2,99,99,99,99,99,2,2,2
2,3,9,2,7,625.75,2,99,99,99,99,99,1,1,4
2,3,9,2,7,625.75,2,99,99,99,99,99,1,1,3
2,3,9,2,3,625.75,2,99,99,99,99,99,2,1,3
1,3,9,2,2,336.97,1,2,99,99,99,99,1,1,4
1,3,9,2,4,336.97,2,99,99,99,99,99,1,1,3
1,3,9,2,1,336.97,2,99,99,99,99,99,1,2,3
1,3,9,2,6,336.97,2,99,99,99,99,99,1,1,4
1,3,9,2,8,336.97,2,99,99,99,99,99,1,1,4
1,3,9,2,7,336.97,2,99,99,99,99,99,2,2,2
2,3,9,2,8,625.75,2,99,99,99,99,99,1,1,3
2,3,9,2,4,625.75,2,99,99,99,99,99,1,1,4
1,3,9,2,1,336.97,2,99,99,99,99,99,1,1,3
1,3,9,2,4,336.97,2,99,99,99,99,99,1,1,4
1,3,9,2,4,336.97,2,99,99,99,99,99,2,2,3
1,3,9,2,3,336.97,2,99,99,99,99,99,2,2,1
2,3,9,2,4,625.75,2,99,99,99,99,99,2,1,3
2,3,9,2,6,625.75,2,99,99,99,99,99,2,1,4
1,3,9,2,5,336.97,2,99,99,99,99,99,1,1,2
2,3,9,4,4,59.2,2,99,99,99,99,99,2,1,3
2,3,9,4,1,59.2,2,99,99,99,99,99,1,1,4
2,3,9,4,3,59.2,2,99,99,99,99,99,2,1,3
2,3,9,4,5,59.2,2,99,99,99,99,99,2,1,4
1,3,9,4,8,487.06,2,99,99,99,99,99,1,1,2
2,3,9,4,2,59.2,2,99,99,99,99,99,2,2,4
2,3,9,4,3,59.2,2,99,99,99,99,99,2,1,3
2,3,9,4,5,59.2,2,99,99,99,99,99,2,2,3
1,3,9,4,7,487.06,2,99,99,99,99,99,2,1,3
2,3,9,4,1,59.2,2,99,99,99,99,99,2,2,3
2,3,9,4,1,59.2,2,99,99,99,99,99,2,1,4
1,3,9,4,3,487.06,2,99,99,99,99,99,2,1,4
2,3,9,4,3,59.2,2,99,99,99,99,99,1,1,2
1,3,7,4,2,350.41,2,99,99,99,99,99,2,1,4
1,3,7,4,3,350.41,2,99,99,99,99,99,2,1,4
1,3,7,4,8,350.41,1,2,99,99,99,99,1,1,4
1,3,7,4,2,350.41,2,99,99,99,99,99,2,2,3
1,3,7,4,7,350.41,2,99,99,99,99,99,1,1,4
1,3,7,4,3,350.41,2,99,99,99,99,99,2,1,4
1,3,7,4,4,350.41,2,99,99,99,99,99,1,1,3
1,3,7,4,8,350.41,2,99,99,99,99,99,1,1,3
1,3,7,4,3,350.41,2,99,99,99,99,99,2,1,3
1,3,7,4,6,350.41,2,99,99,99,99,99,1,1,4
1,3,7,4,3,350.41,2,99,99,99,99,99,2,1,4
1,3,7,4,2,350.41,2,99,99,99,99,99,1,1,4
1,3,7,4,1,350.41,2,99,99,99,99,99,1,1,3
1,3,7,4,3,350.41,2,99,99,99,99,99,1,1,4
1,3,7,4,8,350.41,2,99,99,99,99,99,1,1,4
1,3,7,4,4,350.41,1,2,99,99,99,99,2,1,3
1,3,7,4,6,350.41,2,99,99,99,99,99,1,1,3
2,3,7,1,5,456.46,2,99,99,99,99,99,2,2,3
1,3,7,1,2,506.47,2,99,99,99,99,99,1,1,3
2,3,7,1,4,456.46,2,99,99,99,99,99,2,1,3
2,3,7,1,3,456.46,2,99,99,99,99,99,2,1,3
1,2,6,4,3,102.44,2,99,99,99,99,99,2,1,3
1,2,6,4,1,102.44,2,99,99,99,99,99,2,1,3
1,2,6,4,4,102.44,2,99,99,99,99,99,1,1,4
1,2,6,4,8,102.44,2,99,99,99,99,99,1,1,4
1,2,6,4,3,102.44,2,99,99,99,99,99,2,2,4
1,2,6,4,2,102.44,2,99,99,99,99,99,2,1,4
